source_db,db_id,url,publication_refs,province,findspot_modern,findspot_ancient,type,text,date_from,date_to,date_basis_if_stated,person,rank,include,notes
EDCS,EDCS-22300276,https://edcs.hist.uzh.ch/monument/EDCS-22300276,CIL 11 03112; EAOR 02 00059; Engfer_2017 2017 00359,Etruria / Regio VII,Civita Castellana / Falerii,,milites; tituli honorarii; tituli operum; tria nomina; viri / material: lapis,[3] C(ai) f(ilio) Volt(inia) [3] p(rimo) p(ilo) leg(ionis) VIIII Hisp(anae) / [3] Hor(atia) Priscu[s patr]oni munic[ipii / [3 conferen]tibus Fal[iscis a]mp(h)itheatr[um] / [3] pe<c=Q>(unia) sua fec[erunt],-30,30,EDCS dating field (no criteria stated),[.] C. f. Vol. [...] (with [.] Horatius Priscus),primus pilus leg. VIIII Hispanae,yes,"CIL XI 3112 (Falerii), amphitheatre builder. Not in EDH."
EDCS,EDCS-22400382,https://edcs.hist.uzh.ch/monument/EDCS-22400382,"ERPLeon 00401; Auctarium N, 00070; HEp 1999 00405",Hispania citerior,Cremenes,,,M(onumentum) / [3] Quirina Qui[ntillus(?)] / [3 l]eg(ionis) IX His(panae) a[n(norum) 3] / [3 P]isonis(?) f(ilius) p(osuit) [3],,,EDCS: undated,"[.] Quirina Qui[ntillus?], [P]isonis f.",[miles?] leg. IX His(panae),flag,"ERPLeon 401 = HEp 1999, 405 (Cremenes, Leon); heavily restored, reading uncertain. Not in EDH."
EDCS,EDCS-22900976,https://edcs.hist.uzh.ch/monument/EDCS-22900976,CIL 11 05037,Umbria / Regio VI,Bevagna / Mevania,,milites; tituli sepulcrales; viri / material: lapis,Ge]m(inae) Pia[e 3] / [3 le]g(ionis) VIIII [3] / [3 do]n(ato) h[ast(a),1,100,EDCS dating field (no criteria stated),anonymous,[...] leg. VIIII [...]; donatus hasta (fragmentary career),flag,CIL XI 5037 (Mevania); fragment also names a leg. [...] Gemina Pia [Fidelis]. Not in EDH.
EDCS,EDCS-22901114,https://edcs.hist.uzh.ch/monument/EDCS-22901114,CIL 11 05173; Proculus p 160; AE 2010 +00631,Umbria / Regio VI,Bettona / Vettona,,milites; ordo senatorius; tituli honorarii; viri / material: lapis,] / [Procu]lo(?) tr(ibuno) mili[tum] / [leg(ionum)] IX et XXI [q(uaestori) provinc(iae)] / [3]ae aed(ili) pl(ebis) <C=G>er(iali) [praet(ori) leg(ato)] / [pr(o) pr(aetore) provinc(iae)] Ponti<i=F> et [Bithyniae(?) item] / [Galliae N]arbonensi{I}s per tri(ennium) [proco(n)s(uli)] / [in provin]cia Hi{i}sp[ania ulteriore] / [,-27,14,EDCS dating field (no criteria stated),[...] Proculus,tribunus militum legionum IX et XXI,yes,"CIL XI 5173 (Vettona), Augustan senatorial career; legion IX without cognomen. Not in EDH."
EDCS,EDCS-23000342,https://edcs.hist.uzh.ch/monument/EDCS-23000342,CIL 11 05670; AE 1994 +00588; AE 2006 +00243; AE 2008 +00499,Umbria / Regio VI,Attiggio / Attidium,,milites; ordo senatorius; sacerdotes pagani; tituli honorarii; tria nomina; viri / material: lapis,[Q(uinto) C]amur[io 1 f(ilio) Lem(onia)] / Numisio iu[niori] / IIIvir(o) a(ere) a(rgento) a(uro) f(lando) f(eriundo) tr(ibuno) [mil(itum)] / leg(ionis) VIIII Hi[spanae] / sodali Titiali [Flaviali] / qua[e]st(ori) urb(ano) ae[d(ili) cur(uli)] / pr(aetori) [le]g(ato) Aug(usti) leg(ionis) [3] / et [leg(ionis)] VI Victr(icis) [3] / et [iu]nior pa[tri,151,161,EDCS dating field (no criteria stated),Q. Camurius [.] f. Lem. Numisius Iunior (cos. 161),tribunus militum leg. VIIII Hispanae; later leg. Aug. leg. [...] and leg. VI Victricis,yes,"CIL XI 5670 (Attidium). Tribunate placed in the 130s by some (Birley), used for a post-Hadrianic survival of the legion; EDCS dates the stone 151-161. Not in EDH."
EDCS,EDCS-24800728,https://edcs.hist.uzh.ch/monument/EDCS-24800728,CIL 08 18273,Numidia,Lambaesis,,milites; ordo equester; ordo senatorius; tituli honorarii; tria nomina; viri / material: lapis,[L(ucio) Novio C]rispi[no] / [Martial]i Saturn[ino] / [co(n)s(uli) de]sig(nato) leg(ato) Aug(usti) p[r(o) pr(aetore)] / [provinci]ae Africae proco(n)s(uli) [Galliae] / [Narb]onensis leg(ato) Aug(usti) leg(ionis) I It[alic(ae) leg(ato)] / [Aug(usti) i]uridico Ast<u=Y>riae et [C]a[llaeciae] / [praeto]ri trib(uno) pleb(is) quaestori [pr(o) pr(aetore)] / [provinc]iae Macedoniae [trib(uno) militum] / [leg(ionis) V]IIII Hisp(anae) IIIIv[iro viarum cu]/[rand]arum seviro [eq(uitum) Romanorum] / [L(ucius?) Aem]ilius Balbus tr[ib(unus) mil(itum)] / Ulpius Postum[us C(aius?)] / Cascellius C(ai) f(ilius) [Optatus(?)] / Ulpius [3]I[3] / [M(arcus?)] Pompeius Pro[culus(?) 3] / [3] Cassius [,149,150,EDCS dating field (no criteria stated),L. Novius Crispinus Martialis Saturninus (cos. 150),tribunus militum leg. VIIII Hispanae,yes,"= EDH HD031261 (CIL VIII 18273, Lambaesis), second copy."
EDCS,EDCS-27000426,https://edcs.hist.uzh.ch/monument/EDCS-27000426,CIL 03 00551 (p 985); D 00928; InscrAtt 00004; Hiberia p 330,Achaia,Athens / Athinai / Athenae,,milites; ordo senatorius; tituli honorarii; tria nomina; viri / material: lapis,L(ucio) Aquillio C(ai) f(ilio) Pom(ptina) Floro / Turciano Gallo / Xvir(o) stl(itibus) iud(icandis) tribuno mil(itum) leg(ionis) VIIII / Macedonic(ae) quaestor(i) Imp(eratoris) Caesar(is) Aug(usti) / proquaest(ore) provinc(iae) Cypri tr(ibuno) pl(ebis) pr(aetori) proco(n)s(uli) Achaiae || ἡ βουλὴ ἡ ἐξ Ἀρείου πά/γου καὶ ἡ βουλὴ ἡ τῶν χʹ κα[ὶ] / ὁ δῆμος Λ(ούκιον) Ἀκύλλιον Φλῶ/ρον Τουρκιανὸν Γάλλον ἀν/θύπατον εὐνοίας ἕνεκεν / τῆς πρὸς τὴν πόλιν / ἐπὶ ἱερίας Ἱπποσσθενίδος τῆς Νικοκλέ/[ους Πε]ιραιέως θυγατρός,52,53,EDCS dating field (no criteria stated),L. Aquillius C. f. Pom. Florus Turcianus Gallus,tribunus militum leg. VIIII Macedonicae,flag,"= EDH HD056334 (Athens, CIL III 551 = ILS 928). Same man/cognomen issue as EDCS-08200279."
EDCS,EDCS-29100179,https://edcs.hist.uzh.ch/monument/EDCS-29100179,CIL 03 12411; ILBulg 00432; D 02666b; IDRE 02 00328; CBI 00648; AE 1892 00106; Tomas-2016 p 168,Moesia inferior,Nedan,,milites; tituli sepulcrales; tria nomina; viri / material: lapis,D(is) M(anibus) / L(ucius) Val(erius) L(uci) f(ilius) Proclus / mil(es) leg(ionis) V M(acedonicae) b(ene)f(iciarius) lega(ti) / opt(io) ad spe(m) ordin(is) / |(centurio) leg(ionis) eiusd(em) d(onatus) tor(quibus) ar(millis) / pha(le)r(is) bel(lo) Dac(ico) |(centurio) leg(ionis) I / Ital(icae) |(centurio) leg(ionis) XI Cl(audiae) |(centurio) leg(ionis) XX V(aleriae) V(ictricis) |(centurio) leg(ionis) VIIII Hisp(anae) / mis(sus) h(onesta) mis(sione) vix(it) an(nos) LXXV / h(ic) s(itus) e(st),121,150,EDCS dating field (no criteria stated),L. Valerius L. f. Proclus (died aged 75),"centurio leg. V Mac. (donatus bello Dacico), I Ital., XI Cl., XX V.V., VIIII Hisp.; missus honesta missione",yes,"= EDH HD042822 (CIL III 12411 = ILS 2666b = ILBulg 432, Nedan/Nicopolis ad Istrum). Last post in IX Hispana after the Dacian wars."
EDCS,EDCS-31200128,https://edcs.hist.uzh.ch/monument/EDCS-31200128,"EE 08 01, 00530; D 02321; RECapua 00224; Hiberia p 331",Latium et Campania / Regio I,Calvi Vecchia / Cales,,Augusti/Augustae; milites; tituli sepulcrales; tria nomina; viri,M(arci) Aemili M(arci) f(ilii) Pob(lilia) / Soteriae equitis domo / Oscensis torquibus armill(is) / phaleris ab Imperatore / donatus(!) militis missici / veterani leg(ionis) VIIII Hispanie(n)s(is) / hic ossa sita sunt,1,40,EDCS dating field (no criteria stated),"M. Aemilius M. f. Pob. Soteria(?), eques, domo Osca",veteranus leg. VIIII Hispaniensis; donatus torquibus armillis phaleris ab Imperatore,yes,ILS 2321 (Cales). Not in EDH.
EDCS,EDCS-31800129,https://edcs.hist.uzh.ch/monument/EDCS-31800129,IK 67 00174,Galatia,Yalvac / Antiochia Pisidiae,,Augusti/Augustae; milites; ordo senatorius; tituli honorarii; tituli sacri; viri / material: lapis,leg(ato) Imp(eratoris) divi] / [Vespasian(i) Aug(usti) leg(ionis)] / IX His[panae(?) in Bri]/tanni[a leg(ato) pr(o) pr(aetore) Imp(eratoris)] / divi T[iti Caes(aris) Aug(usti) et] / Imp(eratoris) [Domitiani Caes(aris) Aug(usti)] / provi[nc(iae) Pamphyliae] / [et Ly]ci[ae,,,EDCS: undated,C. Caristanius Fronto,legatus [Imp. divi Vespasiani] leg. IX His[panae in Bri]tanni[a],yes,"IK 67, 174 (Antioch in Pisidia), second copy of the Caristanius cursus. Not in EDH."
EDCS,EDCS-34900247,https://edcs.hist.uzh.ch/monument/EDCS-34900247,"EAstorga 00148; IRPLeon 00238; ERPLeon 00346; Auctarium N, 00034; AE 1984 00556",Hispania citerior,Corporales,,,i o m / o sa[l]u[te m au]reli anonini et l aure/li veri augustor ob najle auae / vixiiiafio leg viiii saub cura ei/geni patraj lig eiusd hurml/ti augustoror p lic et lucri/fi paene dec colieg ite faemu / aecian be poc agustor et aulii / aviani sign leg eiusd iiii id i[u]/[ni]a lallianao et / [,,,EDCS: undated,(garbled),"(garbled: ""leg viiii"")",no,"AE 1984, 556 (Corporales, Leon): dedication pro salute M. Aureli Antonini et L. Veri (161-169) in a corrupt transcription; ""leg viiii"" is almost certainly a misreading (leg. VII G.?); excluded."
EDCS,EDCS-37900019,https://edcs.hist.uzh.ch/monument/EDCS-37900019,EE 09 00612,Latium et Campania / Regio I,Lanuvio / Lanuvium,,,Xvi]r stlit(ibus) i[ud(icandis) 3] / [3 trib(unus) leg(ionis)] VIIII His[panae 3] / [3 legio]nis eiusd[em 3] / [3]IALIC[,1,200,EDCS dating field (no criteria stated),anonymous senator,Xvir stlit. iud.; tribunus [mil.] leg. VIIII Hispanae; [...] legionis eiusdem,yes,EE IX 612 (Lanuvium). Not in EDH.
EDCS,EDCS-44500013,https://edcs.hist.uzh.ch/monument/EDCS-44500013,RIB 03 03042,Britannia,Hayling Island,,tituli sacri / material: lapis,Na]evian[us(?) 3] / [3 l]eg(ionis) VIII[I(?),43,100,EDCS dating field (no criteria stated),[Na]evianus,[miles?] leg. VIIII,yes,"= EDH HD073328 (RIB 3042, Hayling Island; votive fragment)."
EDCS,EDCS-44800120,https://edcs.hist.uzh.ch/monument/EDCS-44800120,IRPPalencia 00101; Aera 00013; ECantabra 00023; CIRPBurgos 00046,Hispania citerior,Castrecias,,milites; tituli sepulcrales; viri / material: lapis,[3]lio Elaes[i] / [f(ilio) 3] militi an(norum) XXV / [legi]oni(s) nonae / [Hispa]nae aeroru(m) / [3]a mater f(aciendum) c(uravit),1,200,EDCS dating field (no criteria stated),[...]lius Elaesi f. (aged 25),miles leg. nonae Hispanae (aerorum [...]),yes,"IRPPalencia 101 = CIRPBurgos 46 (Castrecias/Rebolledo de la Torre, Burgos); same stone as EDCS-74300002."
EDCS,EDCS-49600354,https://edcs.hist.uzh.ch/monument/EDCS-49600354,"RIB 02 04, 02462,14",Britannia,Malton / Derventio,,sigilla impressa; tituli fabricationis / material: opus figlinae,[Leg(io) I]X His[p(ana)],,,EDCS: undated,-,tile stamp [Legio I]X His[pana],yes,"Stamped tile (RIB 02 04, 02462,14); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600355,https://edcs.hist.uzh.ch/monument/EDCS-49600355,"RIB 02 04, 02462,15",Britannia,Malton / Derventio,,sigilla impressa; tituli fabricationis / material: opus figlinae,Le[g(io) IX Hisp(ana)],,,EDCS: undated,-,tile stamp Le[gio IX Hispana],yes,"Stamped tile (RIB 02 04, 02462,15); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600356,https://edcs.hist.uzh.ch/monument/EDCS-49600356,"RIB 02 04, 02462,12,03",Britannia,Hilly Wood,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,03); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600357,https://edcs.hist.uzh.ch/monument/EDCS-49600357,"RIB 02 04, 02462,09a,1",Britannia,Winteringham,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09a,1); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600359,https://edcs.hist.uzh.ch/monument/EDCS-49600359,"EE 09 01270; RIB 02 04, 02462,04,3",Britannia,Stanwix / Uxellodunum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) VIIII H(ispana),,,EDCS: undated,-,tile stamp Legio VIIII Hispana,yes,Stamped tile (EE 09 01270); undated in EDCS. Not in EDH (EDH holds only AE-published stamps).
EDCS,EDCS-49600361,https://edcs.hist.uzh.ch/monument/EDCS-49600361,"EE 09 01270; RIB 02 04, 02462,04,1",Britannia,Scalesceugh,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) VIIII H(ispana),,,EDCS: undated,-,tile stamp Legio VIIII Hispana,yes,Stamped tile (EE 09 01270); undated in EDCS. Not in EDH (EDH holds only AE-published stamps).
EDCS,EDCS-49600362,https://edcs.hist.uzh.ch/monument/EDCS-49600362,"RIB 02 04, 02462,02",Britannia,Scalesceugh,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) V[IIII 3],,,EDCS: undated,-,tile stamp Legio V[IIII 3],yes,"Stamped tile (RIB 02 04, 02462,02); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600396,https://edcs.hist.uzh.ch/monument/EDCS-49600396,"RIB 02 04, 02462,12,04",Britannia,Templeborough,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,04); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600782,https://edcs.hist.uzh.ch/monument/EDCS-49600782,"RIB 02 04, 02462,09b,1",Britannia,Castleford / Lagentium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX His(pana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09b,1); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600783,https://edcs.hist.uzh.ch/monument/EDCS-49600783,"RIB 02 04, 02462,09,02",Britannia,Castleford / Lagentium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,02); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600784,https://edcs.hist.uzh.ch/monument/EDCS-49600784,"RIB 02 04, 02462,09,03",Britannia,Castleford / Lagentium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,03); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600785,https://edcs.hist.uzh.ch/monument/EDCS-49600785,"RIB 02 04, 02462,09,04",Britannia,Castleford / Lagentium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,04); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600786,https://edcs.hist.uzh.ch/monument/EDCS-49600786,"RIB 02 04, 02462,09,05",Britannia,Castleford / Lagentium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,05); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600787,https://edcs.hist.uzh.ch/monument/EDCS-49600787,"RIB 02 04, 02462,09,06",Britannia,Castleford / Lagentium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,06); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600788,https://edcs.hist.uzh.ch/monument/EDCS-49600788,"RIB 02 04, 02462,09,07",Britannia,Castleford / Lagentium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,09,07); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49600812,https://edcs.hist.uzh.ch/monument/EDCS-49600812,"RIB 02 04, 02462,01",Britannia,Leicester / Ratae Coritanorum,,sigilla impressa; tituli fabricationis / material: opus figlinae,L(egio) VIII[I His(pana)],,,EDCS: undated,-,tile stamp Legio VIII[I Hispana],yes,"Stamped tile (RIB 02 04, 02462,01); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601844,https://edcs.hist.uzh.ch/monument/EDCS-49601844,"RIB 02 04, 02462,12,01",Britannia,Aldborough / Isurium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,01); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601845,https://edcs.hist.uzh.ch/monument/EDCS-49601845,"RIB 02 04, 02462,12,02",Britannia,Aldborough / Isurium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,02); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601846,https://edcs.hist.uzh.ch/monument/EDCS-49601846,"RIB 02 04, 02462,07,1",Britannia,Aldborough / Isurium,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,07,1); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601850,https://edcs.hist.uzh.ch/monument/EDCS-49601850,"RIB 02 04, 02462,17*",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Vic(trix),,,EDCS: undated,-,"tile stamp ""LEG IX VIC(trix)""",no,RIB II 2462.17* (asterisk = falsum/misread); excluded.
EDCS,EDCS-49601851,https://edcs.hist.uzh.ch/monument/EDCS-49601851,"RIB 02 04, 02462,13",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,[Leg(io) IX] Hisp(ana),,,EDCS: undated,-,tile stamp [Legio IX] Hispana,yes,"Stamped tile (RIB 02 04, 02462,13); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601852,https://edcs.hist.uzh.ch/monument/EDCS-49601852,"RIB 02 04, 02462,12,05",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,05); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601853,https://edcs.hist.uzh.ch/monument/EDCS-49601853,"RIB 02 04, 02462,12,06",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,06); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601854,https://edcs.hist.uzh.ch/monument/EDCS-49601854,"RIB 02 04, 02462,12,07",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,07); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601855,https://edcs.hist.uzh.ch/monument/EDCS-49601855,"RIB 02 04, 02462,12,08",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,08); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601856,https://edcs.hist.uzh.ch/monument/EDCS-49601856,"RIB 02 04, 02462,12,09",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,09); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601857,https://edcs.hist.uzh.ch/monument/EDCS-49601857,"RIB 02 04, 02462,12,10",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,10); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601858,https://edcs.hist.uzh.ch/monument/EDCS-49601858,"RIB 02 04, 02462,12,11",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,11); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601859,https://edcs.hist.uzh.ch/monument/EDCS-49601859,"RIB 02 04, 02462,12,12",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,12); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601860,https://edcs.hist.uzh.ch/monument/EDCS-49601860,"RIB 02 04, 02462,12,13",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,13); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601861,https://edcs.hist.uzh.ch/monument/EDCS-49601861,"RIB 02 04, 02462,12,14; RIB 02 08, p 162",Britannia,York / Eboracum,,,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,14); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601862,https://edcs.hist.uzh.ch/monument/EDCS-49601862,"RIB 02 04, 02462,12,15",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,15); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601863,https://edcs.hist.uzh.ch/monument/EDCS-49601863,"RIB 02 04, 02462,12,16",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,16); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601864,https://edcs.hist.uzh.ch/monument/EDCS-49601864,"RIB 02 04, 02462,12,17",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,17); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601865,https://edcs.hist.uzh.ch/monument/EDCS-49601865,"RIB 02 04, 02462,12,18",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,18); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601866,https://edcs.hist.uzh.ch/monument/EDCS-49601866,"RIB 02 04, 02462,12,19",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,19); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601867,https://edcs.hist.uzh.ch/monument/EDCS-49601867,"RIB 02 04, 02462,12,20",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,20); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601868,https://edcs.hist.uzh.ch/monument/EDCS-49601868,"RIB 02 04, 02462,12,21",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,21); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601869,https://edcs.hist.uzh.ch/monument/EDCS-49601869,"RIB 02 04, 02462,12,22",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,22); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
EDCS,EDCS-49601870,https://edcs.hist.uzh.ch/monument/EDCS-49601870,"RIB 02 04, 02462,12,23",Britannia,York / Eboracum,,sigilla impressa; tituli fabricationis / material: opus figlinae,Leg(io) IX Hisp(ana),,,EDCS: undated,-,tile stamp Legio IX Hispana,yes,"Stamped tile (RIB 02 04, 02462,12,23); undated in EDCS. Not in EDH (EDH holds only AE-published stamps)."
