TEMPERATURE																		PRECIPITATION        																
     	JAN 	FEB 	MRC	APR 	MAY	JUN 	JUL 	AUG 	SEP 	OKT 	NOV 	DEC	Winter	Spring	Summer	Autumn	Year	JAN 	FEB 	MRC	APR 	MAY	JUN 	JUL 	AUG 	SEP 	OKT 	NOV 	DEC	Winter	Spring	Summer	Autumn	Year
1934	0	-2	0	3	2	2	1	-1	2	1	-2	3	-1.7	1.7	0.7	0.3	0.25	0	-3	1	-2	-3	0	0	1	-1	0	-2	1	-2.00	-1.30	0.30	-1.00	-1.00
1935	-1	2	-1	0	-2	2	2	0	1	0	2	-1	1.3	-1	1.3	1	0.67	-1	3	-1	2	0	-1	-2	0	0	2	1	3	1.00	0.30	-1.00	1.00	0.33
1936	3	0	2	-1	0	-1	-1	0	0	-3	1	1	0.7	0.3	-0.7	-0.7	-0.08	2	1	-2	2	-1	0	3	-2	2	0	0	-2	2.00	-0.30	0.30	0.70	0.67
1937	2	2	-1	0	3	2	0	1	0	0	0	-1	1.7	0.7	1	0	0.83	2	3	3	1	0	0	-3	0	3	-1	0	0	1.00	1.30	-1.00	0.70	0.50
1938	2	0	3	-3	-2	2	0	0	1	-1	3	-3	0.3	-0.7	0.7	1	0.33	2	-1	-2	-3	1	0	1	0	0	0	-1	0	0.30	-1.30	0.30	-0.30	-0.25
1939	2	0	-2	1	-3	1	-2	0	-1	-2	3	-2	-0.3	-1.3	-0.3	0	-0.5	1	-2	0	0	3	0	1	0	0	3	2	0	-0.30	1.00	0.30	1.70	0.67
1940	-3	-1	0	1	0	0	-2	-2	0	-1	2	-3	-2	0.3	-1.3	0.3	-0.67	0	0	0	0	0	1	2	-1	3	0	2	0	0.00	0.00	0.70	1.70	0.58
1941	-3	0	1	-2	-3	1	1	-2	-2	0	0	0	-2	-1.3	0	-0.7	-1	1	1	0	0	2	0	-1	2	-3	0	0	-2	0.70	0.70	0.30	-1.00	0.17
1942	-3	-3	0	1	0	0	0	1	2	3	-1	0	-2	0.3	0.3	1.3	0	1	-2	0	0	0	0	-1	-1	0	0	0	-2	-1.00	0.00	-0.70	0.00	-0.42
1943	1	2	2	2	1	-2	1	3	1	3	-1	0	1	1.7	0.7	1	1.08	2	0	0	-1	0	0	0	-3	2	-3	0	-2	0.00	-0.30	-1.00	-0.30	-0.42
1944	2	-2	-2	2	0	-2	0	3	0	-1	1	-1	0	0	0.3	0	0.08	0	0	0	-2	-2	0	0	-1	2	1	3	0	-0.70	-1.30	-0.30	2.00	-0.08
1945	-3	3	2	2	3	3	2	0	2	0	-1	0	-0.3	2.3	1.7	0.3	1	0	0	-1	-1	0	-3	-2	1	0	0	-2	0	0.00	-0.70	-1.30	-0.70	-0.67
1946	-1	2	1	2	1	-1	2	0	1	-1	0	-2	0.3	1.3	0.3	0	0.5	-1	0	-2	-3	1	1	-1	1	0	-2	0	0	-0.30	-1.30	0.30	-0.70	-0.50
1947	-2	-2	1	3	2	3	2	3	3	1	2	1	-2	2	2.7	2	1.17	-1	0	3	-3	-1	-2	-1	-2	-2	-2	1	1	-0.30	-0.30	-1.70	-1.00	-0.83
1948	3	1	3	2	1	-1	-2	0	0	1	0	-1	1.7	2	-1	0.3	0.75	3	-1	-2	0	-1	2	1	1	0	-2	-1	-2	1.00	-1.00	1.30	-1.00	0.08
1949	0	0	-2	3	-2	0	2	2	3	3	0	2	-0.3	-0.3	1.3	2	0.67	0	-3	0	-1	0	-3	-2	-1	0	-1	1	0	-1.70	-0.30	-2.00	0.00	-1.00
1950	0	3	1	-2	2	3	2	2	0	0	2	-3	1.7	0.3	2.3	0.7	1.25	0	0	-3	1	0	-2	-2	0	2	-2	3	0	0.00	-0.70	-1.30	1.00	-0.25
1951	2	2	0	0	-1	-1	0	0	2	-1	2	0	0.3	-0.3	-0.3	1	0.17	0	2	1	0	1	1	-1	0	0	-1	2	0	0.70	0.70	0.00	0.30	0.42
1952	0	-2	2	2	1	2	3	2	-3	-1	-1	-1	-0.7	1.7	2.3	-1.7	0.42	0	0	1	-1	-1	-1	-3	0	1	3	3	0	0.00	-0.30	-1.30	2.30	0.17
1953	-2	-1	1	2	2	-1	0	1	1	2	0	2	-1.3	1.7	0	1	0.33	-3	-1	-3	0	-2	3	0	-2	0	-1	-2	-2	-1.30	-1.70	0.30	-1.00	-0.92
1954	-2	-2	1	-2	-1	0	-2	-2	1	1	2	2	-0.7	-0.7	-1.3	1.3	-0.33	0	0	-1	-1	0	-1	0	3	2	0	0	1	-0.70	-0.70	0.70	0.70	0.00
1955	0	0	-2	0	-1	-1	0	0	0	-2	-1	3	0.7	-1	-0.3	-1	-0.42	3	3	-2	-3	1	0	0	0	-1	-1	-2	2	2.30	-1.30	0.00	-1.30	-0.08
1956	2	-3	0	-2	0	-2	-1	-3	1	-1	-2	0	0.7	-0.7	-2	-0.7	-0.67	2	-1	-1	1	0	-1	2	2	0	0	-2	-2	1.00	0.00	1.00	-0.70	0.33
1957	0	3	3	0	-3	1	0	-2	0	0	0	-1	1	0	-0.3	0	0.17	-1	3	-2	-2	-1	1	1	0	0	-2	-1	-2	0.00	-1.70	0.70	-1.00	-0.50
1958	1	2	-3	-2	2	-1	0	2	2	0	0	2	0.7	-1	0.3	0.7	0.17	1	3	0	0	-1	1	0	2	0	0	0	0	0.70	-0.30	1.00	0.00	0.33
1959	0	0	3	1	1	1	2	0	2	0	-1	2	0.7	1.7	1	0.3	0.92	2	-3	2	0	-3	0	-1	-1	-3	0	0	1	-0.30	-0.30	-0.70	-1.00	-0.58
1960	0	1	2	0	1	2	-2	0	-2	0	3	0	1	1	0	0.3	0.58	2	2	0	-2	0	0	0	3	1	2	2	0	1.70	-0.70	1.00	1.70	0.92
1961	1	3	2	3	-1	1	-1	0	3	2	0	0	1.3	1.3	0	1.7	1.08	2	0	-2	1	1	-3	0	0	-3	0	-1	1	0.70	0.00	-1.00	-1.30	-0.42
1962	2	0	-3	0	-2	-1	-1	2	0	0	-3	-3	0.7	-1.7	0	-1	-0.5	2	0	0	0	1	-3	-2	-1	0	-3	-2	2	1.00	0.30	-2.00	-1.70	-0.58
1963	-3	-3	0	2	-1	0	2	-1	2	1	3	-3	-3	0.3	0.3	2	-0.08	0	0	2	0	0	2	-2	2	0	-1	3	-3	0.70	0.70	0.70	0.70	0.67
1964	-2	2	-2	2	3	2	2	0	2	0	2	-1	-1	1	1.3	1.3	0.67	-3	0	3	0	0	0	-1	0	0	0	0	-1	-2.00	1.00	-0.30	0.00	-0.33
1965	2	-2	0	0	-1	1	-2	-1	-2	0	0	3	-0.3	-0.3	-0.7	-0.7	-0.5	1	-2	1	2	2	0	3	0	3	-2	2	3	-0.70	1.70	1.00	1.00	0.75
1966	-2	3	0	2	1	2	-2	-2	1	3	-2	2	1.3	1	-0.7	0.7	0.58	1	3	0	2	0	-2	0	1	-1	0	0	2	2.30	0.70	-0.30	-0.30	0.58
1967	1	2	2	-1	0	-2	2	0	0	3	0	-2	1.7	0.3	0	1	0.75	0	0	1	-3	2	-1	0	0	2	-1	1	0	0.70	0.00	-0.30	0.70	0.25
1968	0	1	1	1	-2	-1	0	-1	0	3	0	-1	-0.3	0	-0.7	1	0	2	2	-1	1	1	-1	1	3	3	0	0	0	1.30	0.30	1.00	1.00	0.92
1969	2	-2	0	0	1	-2	2	-1	1	2	2	-3	-0.3	0.3	-0.3	1.7	0.33	0	0	0	1	1	3	-1	0	-1	-3	2	0	0.00	0.70	0.70	-0.70	0.17
1970	0	1	-2	-2	-1	2	0	1	1	0	3	-2	-0.7	-1.7	1	1.3	0	0	3	1	3	0	0	-1	0	-2	0	1	-1	1.00	1.30	-0.30	-0.30	0.42
1971	-1	0	-3	3	2	-2	2	2	-1	2	0	1	-1	0.7	0.7	0.3	0.17	0	0	0	-1	1	2	-2	1	-2	-2	0	-2	-0.30	0.00	0.30	-1.30	-0.33
1972	0	2	2	0	-1	-2	0	-1	-3	-2	2	-2	1	0.3	-1	-1	-0.17	-1	0	-1	0	1	0	0	-1	-3	-3	3	-1	-1.00	0.00	-0.30	-1.00	-0.58
1973	0	0	-1	-2	1	1	0	2	2	-1	0	0	-0.7	-0.7	1	0.3	0	-1	0	-2	1	1	1	1	-1	0	0	0	0	-0.70	0.00	0.30	0.00	-0.08
1974	3	2	3	0	-1	-2	0	2	0	-3	2	3	1.7	0.7	0	-0.3	0.5	1	1	0	-2	2	0	0	-1	0	2	2	0	0.70	0.00	-0.30	1.30	0.42
1975	3	1	-1	0	-1	-2	1	2	3	-1	1	-2	2.3	-0.7	0.3	1	0.75	2	-2	1	0	0	0	-1	3	1	0	2	-1	0.00	0.30	0.70	1.00	0.50
1976	2	1	-1	0	1	3	2	0	-1	2	2	-1	0.3	0	1.7	1	0.75	-1	0	-3	-2	0	-3	1	0	2	0	1	1	-0.70	-1.70	-0.70	1.00	-0.50
1977	1	3	3	-2	-1	-1	0	-1	-2	3	2	1	1	0	-0.7	1	0.33	2	3	0	3	1	2	2	0	-3	0	1	0	2.00	1.30	1.30	-0.70	1.00
1978	1	0	2	0	-1	-1	0	-2	0	0	0	2	0.7	0.3	-1	0	0	2	3	3	-1	1	0	0	0	-1	-1	-3	3	1.70	1.00	0.00	-1.70	0.25
1979	-2	1	2	-1	0	2	0	-1	1	2	1	3	0.3	0.3	0.3	1.3	0.58	3	2	3	1	1	1	-2	1	-1	0	1	2	2.70	1.70	0.00	0.00	1.08
1980	-1	2	0	-2	-2	-2	-3	1	0	-1	-2	-3	1.3	-1.3	-1.3	-1	-0.58	1	0	2	-1	0	1	2	0	-2	1	0	0	1.00	0.30	1.00	-0.30	0.50
1981	-2	-2	3	2	0	0	-2	1	0	0	0	-1	-2.3	1.7	-0.3	0	-0.25	1	0	2	-3	1	-2	2	-2	2	2	0	3	0.30	0.00	-0.70	1.30	0.25
1982	0	-1	0	0	0	0	2	0	2	1	1	2	-0.7	0	0.7	1.3	0.33	1	-1	1	-3	0	2	0	1	-1	2	0	2	1.00	-0.70	1.00	0.30	0.42
1983	2	-2	0	0	-3	2	3	2	0	1	-1	-1	0.7	-1	2.3	0	0.5	0	0	0	1	3	-1	-2	-1	0	0	-1	0	0.70	1.30	-1.30	-0.30	0.08
1984	1	-1	-2	0	-3	-1	0	0	-2	2	2	0	-0.3	-1.7	-0.3	0.7	-0.42	2	0	0	-2	1	-2	-3	-1	3	0	0	0	0.70	-0.30	-2.00	1.00	-0.17
1985	-3	-2	-2	0	0	-2	2	0	2	1	-3	2	-1.7	-0.7	0	0	-0.58	1	0	0	0	2	1	0	0	-3	-3	1	-1	0.30	0.70	0.30	-1.70	-0.08
1986	1	-3	-2	-2	2	0	0	0	0	2	1	0	0	-0.7	0	1	0.08	3	0	0	2	1	0	-1	0	-2	0	0	1	0.70	1.00	-0.30	-0.70	0.17
1987	-2	0	-3	2	-3	-2	0	0	3	2	1	1	-0.7	-1.3	-0.7	2	-0.17	0	1	0	-1	2	3	1	0	0	1	0	-1	0.70	0.30	1.30	0.30	0.67
1988	3	1	-2	1	2	0	0	1	0	2	0	2	1.7	0.3	0.3	0.7	0.75	2	0	3	0	2	0	1	0	0	1	0	0	0.30	1.70	0.30	0.30	0.67
1989	2	1	3	0	2	0	0	1	0	2	-2	0	1.7	1.7	0.3	0	0.92	-3	0	0	2	-3	-3	0	-1	-1	0	-2	0	-1.00	-0.30	-1.30	-1.00	-0.92
